S.No,Team Size,Release Frequency,Compliance,Scalability,Project Size,Project Length,Security Level,Recommended Tools
3809,Small,Daily,Low,Manual,Large,Long,Strict,"Jenkins, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
3810,Small,Daily,Low,Auto-scaling,Large,Short,None,"Jenkins, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
3811,Large,Daily,Low,Manual,Large,Long,Moderate,"Travis CI, GitHub, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
3812,Medium,Daily,Low,None,Medium,Short,None,"CircleCI, GitHub, Docker, ELK Stack, None, OWASP ZAP, Terraform, Nexus Repository"
3813,Large,Weekly,Low,Auto-scaling,Large,Short,Strict,"Travis CI, GitLab, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Terraform, JFrog Artifactory"
3814,Medium,Daily,Medium,Manual,Large,Short,Strict,"CircleCI, GitHub, Docker, Grafana, Docker Swarm, HashiCorp Vault, Terraform, JFrog Artifactory"
3815,Medium,Weekly,Medium,Auto-scaling,Medium,Medium,None,"CircleCI, GitLab, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3816,Medium,Monthly,Low,Manual,Medium,Long,Moderate,"CircleCI, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
3817,Small,Monthly,Low,Manual,Medium,Medium,Strict,"Jenkins, Bitbucket, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3818,Medium,Weekly,Medium,Auto-scaling,Medium,Long,None,"CircleCI, GitLab, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3819,Large,Monthly,Medium,Manual,Small,Long,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
3820,Small,Monthly,High,Auto-scaling,Medium,Medium,Strict,"Jenkins, Bitbucket, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
3821,Large,Monthly,Medium,Auto-scaling,Large,Short,Strict,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, HashiCorp Vault, Terraform, JFrog Artifactory"
3822,Small,Weekly,High,None,Medium,Short,None,"Jenkins, GitLab, Docker, Prometheus, None, OWASP ZAP, Terraform, Nexus Repository"
3823,Small,Daily,Medium,Auto-scaling,Medium,Short,Moderate,"Jenkins, GitHub, Docker, Grafana, Kubernetes, SonarQube, Terraform, Nexus Repository"
3824,Large,Monthly,Medium,Auto-scaling,Large,Long,Strict,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
3825,Large,Monthly,Medium,Manual,Medium,Medium,None,"Travis CI, Bitbucket, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3826,Small,Daily,Medium,Auto-scaling,Small,Short,Moderate,"Jenkins, GitHub, Docker, Grafana, Kubernetes, SonarQube, Terraform, Nexus Repository"
3827,Large,Daily,High,Auto-scaling,Large,Short,None,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
3828,Medium,Daily,Low,None,Medium,Long,Strict,"CircleCI, GitHub, Docker, ELK Stack, None, HashiCorp Vault, Ansible, Nexus Repository"
3829,Medium,Weekly,High,Auto-scaling,Large,Short,Moderate,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Terraform, JFrog Artifactory"
3830,Small,Monthly,Low,Manual,Large,Medium,None,"Jenkins, Bitbucket, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
3831,Medium,Weekly,Medium,Auto-scaling,Small,Long,Strict,"CircleCI, GitLab, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
3832,Large,Weekly,High,Manual,Medium,Long,Strict,"Travis CI, GitLab, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3833,Large,Weekly,High,Manual,Medium,Short,None,"Travis CI, GitLab, Docker, Prometheus, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
3834,Large,Monthly,Medium,Auto-scaling,Medium,Short,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Terraform, Nexus Repository"
3835,Medium,Weekly,Medium,None,Small,Long,None,"CircleCI, GitLab, Docker, Grafana, None, OWASP ZAP, Ansible, Nexus Repository"
3836,Small,Weekly,Medium,Manual,Medium,Short,Strict,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
3837,Large,Daily,High,None,Large,Medium,None,"Travis CI, GitHub, Docker, Prometheus, None, OWASP ZAP, Ansible, JFrog Artifactory"
3838,Large,Weekly,Low,Manual,Large,Short,Strict,"Travis CI, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, JFrog Artifactory"
3839,Small,Monthly,High,None,Small,Short,Strict,"Jenkins, Bitbucket, Docker, Prometheus, None, HashiCorp Vault, Terraform, Nexus Repository"
3840,Medium,Monthly,High,Auto-scaling,Small,Short,Strict,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
3841,Large,Weekly,High,Manual,Medium,Short,Moderate,"Travis CI, GitLab, Docker, Prometheus, Docker Swarm, SonarQube, Terraform, Nexus Repository"
3842,Large,Daily,High,None,Large,Long,None,"Travis CI, GitHub, Docker, Prometheus, None, OWASP ZAP, Ansible, JFrog Artifactory"
3843,Small,Daily,Low,None,Medium,Medium,None,"Jenkins, GitHub, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
3844,Large,Monthly,High,Auto-scaling,Large,Short,Moderate,"Travis CI, Bitbucket, Docker, Prometheus, Kubernetes, SonarQube, Terraform, JFrog Artifactory"
3845,Large,Monthly,High,None,Small,Medium,None,"Travis CI, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Ansible, Nexus Repository"
3846,Medium,Daily,High,Auto-scaling,Large,Medium,Strict,"CircleCI, GitHub, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
3847,Large,Weekly,Medium,Manual,Large,Short,Moderate,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Terraform, JFrog Artifactory"
3848,Medium,Monthly,Medium,Auto-scaling,Small,Long,Moderate,"CircleCI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
3849,Medium,Monthly,Low,None,Small,Medium,None,"CircleCI, Bitbucket, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
3850,Large,Monthly,Low,None,Small,Long,Moderate,"Travis CI, Bitbucket, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
3851,Medium,Monthly,High,None,Medium,Long,Moderate,"CircleCI, Bitbucket, Docker, Prometheus, None, SonarQube, Ansible, Nexus Repository"
3852,Large,Weekly,High,Auto-scaling,Small,Medium,Moderate,"Travis CI, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
3853,Small,Weekly,Low,Manual,Large,Long,None,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
3854,Large,Weekly,High,Auto-scaling,Medium,Short,Moderate,"Travis CI, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Terraform, Nexus Repository"
3855,Large,Weekly,Medium,None,Medium,Short,Moderate,"Travis CI, GitLab, Docker, Grafana, None, SonarQube, Terraform, Nexus Repository"
3856,Medium,Daily,Low,Auto-scaling,Small,Long,None,"CircleCI, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3857,Small,Weekly,Medium,Manual,Small,Medium,None,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3858,Large,Daily,High,Manual,Large,Short,Strict,"Travis CI, GitHub, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Terraform, JFrog Artifactory"
3859,Medium,Monthly,Low,Auto-scaling,Large,Medium,None,"CircleCI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
3860,Small,Weekly,Low,Auto-scaling,Medium,Medium,Strict,"Jenkins, GitLab, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
3861,Medium,Monthly,Low,None,Small,Medium,None,"CircleCI, Bitbucket, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
3862,Small,Monthly,Low,Auto-scaling,Small,Long,None,"Jenkins, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3863,Small,Daily,High,None,Medium,Medium,Strict,"Jenkins, GitHub, Docker, Prometheus, None, HashiCorp Vault, Ansible, Nexus Repository"
3864,Medium,Weekly,High,Auto-scaling,Small,Medium,Moderate,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
3865,Large,Daily,Low,Manual,Medium,Medium,Strict,"Travis CI, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3866,Medium,Daily,High,Auto-scaling,Medium,Short,Moderate,"CircleCI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Terraform, Nexus Repository"
3867,Small,Daily,Medium,Auto-scaling,Medium,Short,None,"Jenkins, GitHub, Docker, Grafana, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
3868,Large,Weekly,Low,Auto-scaling,Small,Short,None,"Travis CI, GitLab, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
3869,Medium,Weekly,Medium,Manual,Small,Short,None,"CircleCI, GitLab, Docker, Grafana, Docker Swarm, OWASP ZAP, Terraform, Nexus Repository"
3870,Large,Weekly,High,Auto-scaling,Small,Medium,Strict,"Travis CI, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
3871,Small,Weekly,Low,Auto-scaling,Small,Short,None,"Jenkins, GitLab, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
3872,Small,Daily,Low,Auto-scaling,Small,Short,Moderate,"Jenkins, GitHub, Docker, ELK Stack, Kubernetes, SonarQube, Terraform, Nexus Repository"
3873,Medium,Daily,Low,Auto-scaling,Medium,Short,Strict,"CircleCI, GitHub, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
3874,Medium,Weekly,High,Manual,Medium,Long,Strict,"CircleCI, GitLab, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3875,Medium,Daily,Low,Auto-scaling,Medium,Medium,None,"CircleCI, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3876,Large,Monthly,Medium,Manual,Large,Medium,Moderate,"Travis CI, Bitbucket, Docker, Grafana, Docker Swarm, SonarQube, Ansible, JFrog Artifactory"
3877,Large,Weekly,High,Auto-scaling,Small,Long,Moderate,"Travis CI, GitLab, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
3878,Large,Monthly,Low,Manual,Medium,Short,Moderate,"Travis CI, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Terraform, Nexus Repository"
3879,Medium,Weekly,Low,None,Large,Medium,Strict,"CircleCI, GitLab, Docker, ELK Stack, None, HashiCorp Vault, Ansible, JFrog Artifactory"
3880,Large,Daily,Low,None,Medium,Medium,Moderate,"Travis CI, GitHub, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
3881,Medium,Monthly,High,Manual,Large,Medium,None,"CircleCI, Bitbucket, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
3882,Large,Weekly,Low,None,Small,Medium,Moderate,"Travis CI, GitLab, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
3883,Small,Daily,Medium,Auto-scaling,Medium,Short,Moderate,"Jenkins, GitHub, Docker, Grafana, Kubernetes, SonarQube, Terraform, Nexus Repository"
3884,Medium,Daily,High,Manual,Medium,Short,Moderate,"CircleCI, GitHub, Docker, Prometheus, Docker Swarm, SonarQube, Terraform, Nexus Repository"
3885,Large,Daily,High,Auto-scaling,Medium,Long,Moderate,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
3886,Large,Daily,Low,Auto-scaling,Medium,Long,Moderate,"Travis CI, GitHub, Docker, ELK Stack, Kubernetes, SonarQube, Ansible, Nexus Repository"
3887,Small,Weekly,Medium,Auto-scaling,Small,Medium,Moderate,"Jenkins, GitLab, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
3888,Medium,Weekly,High,Manual,Medium,Medium,None,"CircleCI, GitLab, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3889,Large,Weekly,High,Auto-scaling,Small,Long,None,"Travis CI, GitLab, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3890,Medium,Monthly,Low,Manual,Large,Medium,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
3891,Medium,Daily,Medium,Auto-scaling,Small,Long,Strict,"CircleCI, GitHub, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
3892,Large,Weekly,High,Manual,Small,Long,None,"Travis CI, GitLab, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3893,Large,Weekly,High,None,Large,Medium,None,"Travis CI, GitLab, Docker, Prometheus, None, OWASP ZAP, Ansible, JFrog Artifactory"
3894,Small,Weekly,Medium,Manual,Medium,Medium,Strict,"Jenkins, GitLab, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3895,Medium,Monthly,Medium,Auto-scaling,Small,Short,Strict,"CircleCI, Bitbucket, Docker, Grafana, Kubernetes, HashiCorp Vault, Terraform, Nexus Repository"
3896,Small,Daily,Low,Auto-scaling,Large,Short,None,"Jenkins, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
3897,Large,Monthly,Low,Manual,Large,Medium,Strict,"Travis CI, Bitbucket, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, JFrog Artifactory"
3898,Large,Monthly,Low,None,Medium,Short,Strict,"Travis CI, Bitbucket, Docker, ELK Stack, None, HashiCorp Vault, Terraform, Nexus Repository"
3899,Large,Daily,Low,Manual,Medium,Long,Moderate,"Travis CI, GitHub, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
3900,Large,Weekly,High,None,Large,Short,Strict,"Travis CI, GitLab, Docker, Prometheus, None, HashiCorp Vault, Terraform, JFrog Artifactory"
3901,Medium,Daily,Medium,None,Small,Medium,None,"CircleCI, GitHub, Docker, Grafana, None, OWASP ZAP, Ansible, Nexus Repository"
3902,Large,Daily,Low,Auto-scaling,Medium,Long,None,"Travis CI, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3903,Medium,Monthly,High,Auto-scaling,Large,Short,None,"CircleCI, Bitbucket, Docker, Prometheus, Kubernetes, OWASP ZAP, Terraform, JFrog Artifactory"
3904,Large,Daily,High,None,Large,Long,Strict,"Travis CI, GitHub, Docker, Prometheus, None, HashiCorp Vault, Ansible, JFrog Artifactory"
3905,Small,Daily,High,Auto-scaling,Medium,Medium,None,"Jenkins, GitHub, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3906,Medium,Weekly,Low,None,Medium,Short,Moderate,"CircleCI, GitLab, Docker, ELK Stack, None, SonarQube, Terraform, Nexus Repository"
3907,Large,Daily,High,Auto-scaling,Medium,Medium,Moderate,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, SonarQube, Ansible, Nexus Repository"
3908,Large,Daily,Low,Manual,Medium,Short,Strict,"Travis CI, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
3909,Small,Weekly,Low,None,Medium,Short,Strict,"Jenkins, GitLab, Docker, ELK Stack, None, HashiCorp Vault, Terraform, Nexus Repository"
3910,Large,Daily,High,None,Large,Short,Strict,"Travis CI, GitHub, Docker, Prometheus, None, HashiCorp Vault, Terraform, JFrog Artifactory"
3911,Small,Daily,Low,Manual,Medium,Short,Strict,"Jenkins, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
3912,Small,Monthly,Low,None,Large,Long,Strict,"Jenkins, Bitbucket, Docker, ELK Stack, None, HashiCorp Vault, Ansible, JFrog Artifactory"
3913,Small,Weekly,Low,None,Large,Long,Moderate,"Jenkins, GitLab, Docker, ELK Stack, None, SonarQube, Ansible, JFrog Artifactory"
3914,Medium,Monthly,Low,Manual,Small,Long,Moderate,"CircleCI, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
3915,Medium,Weekly,High,None,Small,Short,None,"CircleCI, GitLab, Docker, Prometheus, None, OWASP ZAP, Terraform, Nexus Repository"
3916,Large,Weekly,Medium,Auto-scaling,Small,Medium,None,"Travis CI, GitLab, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3917,Medium,Monthly,Medium,None,Large,Medium,None,"CircleCI, Bitbucket, Docker, Grafana, None, OWASP ZAP, Ansible, JFrog Artifactory"
3918,Large,Weekly,High,Manual,Small,Long,Strict,"Travis CI, GitLab, Docker, Prometheus, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3919,Medium,Monthly,Low,None,Large,Medium,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, None, HashiCorp Vault, Ansible, JFrog Artifactory"
3920,Small,Weekly,High,None,Large,Long,Moderate,"Jenkins, GitLab, Docker, Prometheus, None, SonarQube, Ansible, JFrog Artifactory"
3921,Small,Monthly,Medium,Manual,Small,Long,Moderate,"Jenkins, Bitbucket, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
3922,Large,Daily,Low,Auto-scaling,Small,Medium,None,"Travis CI, GitHub, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3923,Large,Daily,Medium,Manual,Large,Long,None,"Travis CI, GitHub, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, JFrog Artifactory"
3924,Large,Monthly,High,Auto-scaling,Large,Medium,None,"Travis CI, Bitbucket, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
3925,Medium,Daily,Medium,Manual,Large,Short,Moderate,"CircleCI, GitHub, Docker, Grafana, Docker Swarm, SonarQube, Terraform, JFrog Artifactory"
3926,Medium,Monthly,Low,Manual,Small,Long,Moderate,"CircleCI, Bitbucket, Docker, ELK Stack, Docker Swarm, SonarQube, Ansible, Nexus Repository"
3927,Medium,Weekly,High,None,Large,Short,Moderate,"CircleCI, GitLab, Docker, Prometheus, None, SonarQube, Terraform, JFrog Artifactory"
3928,Medium,Monthly,Medium,None,Medium,Medium,Strict,"CircleCI, Bitbucket, Docker, Grafana, None, HashiCorp Vault, Ansible, Nexus Repository"
3929,Small,Monthly,Low,Auto-scaling,Small,Short,None,"Jenkins, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
3930,Medium,Weekly,High,None,Large,Long,Strict,"CircleCI, GitLab, Docker, Prometheus, None, HashiCorp Vault, Ansible, JFrog Artifactory"
3931,Large,Weekly,Medium,Manual,Medium,Medium,Moderate,"Travis CI, GitLab, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
3932,Small,Monthly,Low,Auto-scaling,Medium,Long,None,"Jenkins, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3933,Large,Monthly,Medium,None,Medium,Medium,None,"Travis CI, Bitbucket, Docker, Grafana, None, OWASP ZAP, Ansible, Nexus Repository"
3934,Small,Monthly,Medium,Manual,Small,Long,Moderate,"Jenkins, Bitbucket, Docker, Grafana, Docker Swarm, SonarQube, Ansible, Nexus Repository"
3935,Small,Daily,Medium,Auto-scaling,Small,Short,None,"Jenkins, GitHub, Docker, Grafana, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
3936,Large,Daily,High,Auto-scaling,Small,Medium,None,"Travis CI, GitHub, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3937,Large,Monthly,Medium,Manual,Small,Long,Strict,"Travis CI, Bitbucket, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3938,Small,Weekly,Low,Manual,Medium,Medium,Strict,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3939,Large,Daily,Medium,Manual,Medium,Long,None,"Travis CI, GitHub, Docker, Grafana, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3940,Small,Daily,Low,Manual,Small,Short,Moderate,"Jenkins, GitHub, Docker, ELK Stack, Docker Swarm, SonarQube, Terraform, Nexus Repository"
3941,Medium,Weekly,High,Auto-scaling,Medium,Long,None,"CircleCI, GitLab, Docker, Prometheus, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3942,Small,Daily,Medium,None,Large,Medium,Moderate,"Jenkins, GitHub, Docker, Grafana, None, SonarQube, Ansible, JFrog Artifactory"
3943,Large,Weekly,High,Manual,Small,Long,None,"Travis CI, GitLab, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3944,Medium,Daily,High,Auto-scaling,Large,Medium,Strict,"CircleCI, GitHub, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
3945,Medium,Monthly,High,None,Large,Medium,None,"CircleCI, Bitbucket, Docker, Prometheus, None, OWASP ZAP, Ansible, JFrog Artifactory"
3946,Medium,Monthly,High,Manual,Small,Long,None,"CircleCI, Bitbucket, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3947,Large,Daily,Medium,Manual,Medium,Medium,Strict,"Travis CI, GitHub, Docker, Grafana, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3948,Large,Weekly,Low,Auto-scaling,Small,Long,Strict,"Travis CI, GitLab, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
3949,Small,Daily,Low,Auto-scaling,Large,Long,Strict,"Jenkins, GitHub, Docker, ELK Stack, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
3950,Small,Weekly,Medium,Auto-scaling,Small,Medium,Moderate,"Jenkins, GitLab, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
3951,Small,Weekly,Medium,None,Medium,Medium,Moderate,"Jenkins, GitLab, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
3952,Medium,Daily,High,Manual,Small,Medium,None,"CircleCI, GitHub, Docker, Prometheus, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3953,Large,Weekly,Medium,Auto-scaling,Large,Medium,Strict,"Travis CI, GitLab, Docker, Grafana, Kubernetes, HashiCorp Vault, Ansible, JFrog Artifactory"
3954,Large,Monthly,High,None,Medium,Medium,Moderate,"Travis CI, Bitbucket, Docker, Prometheus, None, SonarQube, Ansible, Nexus Repository"
3955,Small,Weekly,Low,Manual,Small,Short,Strict,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
3956,Medium,Daily,Low,Manual,Small,Medium,Strict,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3957,Large,Weekly,Medium,None,Large,Long,Moderate,"Travis CI, GitLab, Docker, Grafana, None, SonarQube, Ansible, JFrog Artifactory"
3958,Medium,Monthly,Low,None,Small,Medium,Moderate,"CircleCI, Bitbucket, Docker, ELK Stack, None, SonarQube, Ansible, Nexus Repository"
3959,Medium,Weekly,Medium,Auto-scaling,Medium,Long,None,"CircleCI, GitLab, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3960,Large,Monthly,Low,Auto-scaling,Medium,Short,None,"Travis CI, Bitbucket, Docker, ELK Stack, Kubernetes, OWASP ZAP, Terraform, Nexus Repository"
3961,Small,Weekly,Low,Manual,Large,Short,None,"Jenkins, GitLab, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Terraform, JFrog Artifactory"
3962,Large,Monthly,Low,None,Large,Medium,Moderate,"Travis CI, Bitbucket, Docker, ELK Stack, None, SonarQube, Ansible, JFrog Artifactory"
3963,Small,Weekly,High,Auto-scaling,Small,Medium,Strict,"Jenkins, GitLab, Docker, Prometheus, Kubernetes, HashiCorp Vault, Ansible, Nexus Repository"
3964,Medium,Daily,Medium,Auto-scaling,Large,Long,Moderate,"CircleCI, GitHub, Docker, Grafana, Kubernetes, SonarQube, Ansible, JFrog Artifactory"
3965,Medium,Weekly,Low,Manual,Medium,Short,Strict,"CircleCI, GitLab, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
3966,Large,Monthly,Medium,Auto-scaling,Small,Medium,None,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, Nexus Repository"
3967,Medium,Monthly,Medium,None,Medium,Long,Moderate,"CircleCI, Bitbucket, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
3968,Small,Monthly,Medium,None,Medium,Long,Moderate,"Jenkins, Bitbucket, Docker, Grafana, None, SonarQube, Ansible, Nexus Repository"
3969,Large,Monthly,Medium,Auto-scaling,Large,Medium,None,"Travis CI, Bitbucket, Docker, Grafana, Kubernetes, OWASP ZAP, Ansible, JFrog Artifactory"
3970,Medium,Monthly,Medium,Manual,Small,Short,Moderate,"CircleCI, Bitbucket, Docker, Grafana, Docker Swarm, SonarQube, Terraform, Nexus Repository"
3971,Small,Daily,Low,Manual,Small,Long,None,"Jenkins, GitHub, Docker, ELK Stack, Docker Swarm, OWASP ZAP, Ansible, Nexus Repository"
3972,Medium,Monthly,Medium,Auto-scaling,Medium,Long,Moderate,"CircleCI, Bitbucket, Docker, Grafana, Kubernetes, SonarQube, Ansible, Nexus Repository"
3973,Small,Monthly,Medium,None,Large,Medium,Moderate,"Jenkins, Bitbucket, Docker, Grafana, None, SonarQube, Ansible, JFrog Artifactory"
3974,Medium,Daily,Low,Manual,Small,Long,Strict,"CircleCI, GitHub, Docker, ELK Stack, Docker Swarm, HashiCorp Vault, Ansible, Nexus Repository"
3975,Large,Daily,Low,None,Small,Medium,None,"Travis CI, GitHub, Docker, ELK Stack, None, OWASP ZAP, Ansible, Nexus Repository"
3976,Large,Monthly,High,Auto-scaling,Large,Short,Moderate,"Travis CI, Bitbucket, Docker, Prometheus, Kubernetes, SonarQube, Terraform, JFrog Artifactory"
3977,Small,Daily,Medium,Manual,Small,Short,Strict,"Jenkins, GitHub, Docker, Grafana, Docker Swarm, HashiCorp Vault, Terraform, Nexus Repository"
3978,Medium,Monthly,Low,None,Small,Long,Strict,"CircleCI, Bitbucket, Docker, ELK Stack, None, HashiCorp Vault, Ansible, Nexus Repository"
3979,Medium,Weekly,Low,None,Medium,Short,Strict,"CircleCI, GitLab, Docker, ELK Stack, None, HashiCorp Vault, Terraform, Nexus Repository"
3980,Small,Daily,High,Manual,Small,Short,Moderate,"Jenkins, GitHub, Docker, Prometheus, Docker Swarm, SonarQube, Terraform, Nexus Repository"
